image_id,caption
1080,"An orange amplifier sits on stage, topped with a white cloth, beside two water bottles."
1081,"The image features a vehicle registration plate from British Columbia with the alphanumeric code ""DR 1968"" and a July 2015 expiry."
1082,"A can of ""No Limits Hefeweizen"" next to a glass of pale beer, set on a wooden table outdoors."
1083,A Sony Ericsson mobile phone with an FM transmitter MMR-70 promotes music sharing through FM radios.
1084,"Sign indicating a liquor ban in the CBD area, effective 24/7, accompanied by a ""Works End"" sign below."
1085,"A silver van is parked, showing its side and rear. The vehicle has a spacious design and manufacturer branding."
1086,"A large welcome sign reads ""Welcome to DUCK BAY,"" illuminated at night with surrounding decorative flowers."
1087,A person holds a smartphone displaying various colorful app icons on its screen against a wooden background.
1088,"A dark Ford Fusion with a California license plate reading ""6RGF074,"" commemorating the 2010 World Series Champions."
1089,"A silver and gold watch with a white face and date display, resting on a dark background."
1090,"A gas stove with dials, a pot, jars, a canning pot, and utensils on a kitchen towel."
1091,"A convenience store interior featuring a shelf of colorful snack boxes, a sink, and promotional signage above."
1092,"The image features a black sports uniform with a textured pattern, featuring the logos of Hummel and FC St. Pauli."
1093,"A dark wine bottle labeled ""Fleurie 2013,"" featuring a white and gold cap, stands against a wooden background."
1094,"A red city bus displaying route number 8 to Efford, with visible vehicle registration plate MA08 LLL."
1095,Blue plaque for the 2005 London to Brighton Run by the South London & Surrey Land Rover Club.
1096,"A green train labeled ""HOLT"" approaches a platform with benches, surrounded by signal lights and greenery."
1097,"Poster for a club event titled ""bollox,"" featuring an artistic illustration of a woman. Details include performance dates, location, and music genres."
1098,"Menu board for Shenandoah Joe Coffee, listing coffee origins and types including African, Indonesian, Central American, and dark roasts."
1099,"The image features football cleats, a soccer ball, and the Club Brugge KV logo on grassy turf."
1100,A girl in a red sports uniform dribbles a basketball while running on a court.
1101,"A box of Clipper green tea with flowers, a decorative gift cone, and a floral-patterned background."
1102,"A man wearing a red and white sports uniform, blue cap, walking past a red backdrop, likely in a racing context."
1103,"An airplane stands at the airport with steps leading up and a sign reading ""ELDORET"" nearby."
1104,Blue street signs indicate directions and distances for Avda. San Martín and Gral. Roca in Ushuaia.
1105,"The image shows the grand façade of the Congress of Deputies in Spain, featuring classical columns and a prominent flag."
1106,"A laptop displays a webpage, while a DJ controller and keyboard sit on a desk, with speakers in the background."
1107,"Warning sign with a yellow background stating ""Beware Cyclists"" and an exclamation mark above."
1108,"A black laptop with a light keyboard sits on a cluttered desk, surrounded by paperwork, a mouse, and a phone."
1109,The poster features a guillotine illustration and text discussing a cynical view of poverty.
1110,"A triangular traffic sign depicts a steam train, warning of nearby train tracks. Surrounding greenery adds to the street scene."
1111,"A yellow taxi with a rooftop advertisement, parked on a city street, displaying the taxi number 178."
1112,"A silver Mercedes-Benz car parked on the street, featuring distinctive branding and sleek design elements."
1113,"A poster featuring Mount Fuji, titled ""富士山ブック 2008,"" priced at 880 yen, with a clear blue sky backdrop."
1114,"A woman in a sports uniform holds a baby wearing a jersey that reads ""MUMMI"". They are outdoors, with people in the background."
1115,"A silver Rolex watch resting in a green box, showcasing a black dial and silver bracelet."
1116,"A Canon printer is printing colored paper featuring a unicorn design, placed on a simple desk surface."
1117,"Several vintage aircraft are displayed on a platform during sunset, showcasing various military designs and colorful paint schemes."
1118,"A large, silver and black wristwatch with a dark face rests on a green surface, next to a labeled paper card."
1119,"The image shows a LEGO tag featuring cartoon figures of a man in a suit and a woman in a dress, attached to blue clothing."
1120,"A woman in a blue shirt stands in front of a military aircraft, showcasing a vintage design."
1121,"A spacious convenience store interior filled with product displays, shopping carts, and bright lighting, offering various media items for sale."
1122,"A baseball trading card featuring Cal Ripken Jr. in an Orioles uniform, showcasing a dynamic pitching pose against a yellow background."
1123,"A glass mug filled with amber beer is set against a bright blue sky and greenery, wishing viewers a nice weekend."
1124,"A convenience store shelf displays various snacks and food items, including pasta, spices, and packaged meals."
1125,"A billboard promotes ""Evolution Weight Loss,"" featuring a woman's image and the message about weight management solutions."
1126,A boy in a baseball uniform prepares to bat as a pitcher throws the ball. A catcher is ready behind home plate.
1127,"The image features three Hisense displays: two monitors with scenic images and one TV showcasing vibrant, animated visuals."
1128,"A green glass bottle of Barbican stands out against a dark background, reflecting light from its surface."
1129,"Two wine bottles, one red and one white, are displayed alongside an elegant box."
1130,"A glass of pale beer sits next to a bottle, showcasing its amber hue and frothy top."
1131,"Three baseball players are on the field, wearing grey uniforms with numbers. One is preparing, while another stands in focus."
1132,"Billboard displays various Apple products alongside a cheerful person, encouraging engagement with technology. Caption reads: ""Meet your new neighbours."""
1133,"The image features graffiti on a wall near train tracks, with some vegetation growing alongside."
1134,"A vintage advertisement for the Peugeot Frères mobile workbench, featuring storage drawers and wheels for mobility."
1135,"A blue bottle of Polo Sport by Ralph Lauren, elegantly lit, showcasing its design and branding."
1136,"A cyclist, covered in mud, carries a bicycle over a muddy terrain during a race, wearing a helmet and racing gear."
1137,A mug with coffee sits next to a pack of donuts and a clear jug of water on a blue table.
1138,Three Mahou beer bottles flank a glass filled with golden beer and frothy foam.
1139,"A sign displays a prohibition symbol and states, ""Children must not play on this site,"" warning against child activity in the area."
1140,"A laptop displays an image of the Smithsonian Institution, featuring its iconic architecture and green surroundings."
1141,"A detailed model of a retro drive-in restaurant with two circular buildings, surrounded by miniature trees and cars."
1142,"A vintage red postal box with a rounded top, featuring a mail slot labeled ""POST"" and a collection box lower down."
1143,A hand holds a gray bottle of CK Free perfume against a light background. Elegant decor is visible in the background.
1144,"The image features hanging boxing gloves and sports uniforms, displaying national flags from Central American countries."
1145,The image displays a television showing a TV guide with scheduled programs and a preview of a current show.
1146,"A man stands in front of a ""Tough Enough"" banner, wearing a white shirt with a heart graphic and the number 310."
1147,"A baseball player in a white sports uniform stands ready to swing a bat, with spectators in the background."
1148,"A red octagonal stop sign with white text reads ""STOP"" and ""ALL WAY"" against a blue sky with clouds."
1149,"The image shows a digital radio display tuned to FM 87.70 MHz, illuminated in blue."
1150,"A poster displaying the address ""68 MIDDLE STREET"" in bold green text on a white background."
1151,"A row of wooden barrels, lined on shelves, likely used for aging wine in a storage area."
1152,"A display features a red shirt with ""USBC Open Championships,"" two bowling pins, and various caps in a retail shop."
1153,A brick building features a mural depicting potato harvesting; a green waste container is visible nearby.
1154,"A page from a book about assembling fluorescent lamps, featuring instructions and tips for DIY lighting projects."
1155,The image shows a computer monitor displaying two web pages: one with military content and the other with a video on YouTube.
1156,"Black-and-white poster announcing an anti-war strike on October 15, with organizing details for a meeting on September 10."
1157,"A comic strip featuring a cartoon bunny in Chicago, humorously navigating the city and encountering quirky situations."
1158,A woman in a black jacket approaches a colorful convenience store filled with flower bulbs and various snacks.
1159,"The image features a sticker on a pole, depicting a cartoon figure with text expressing confusion. No drinks, bottles, or plants are visible."
1160,"A baseball player in a grey sports uniform prepares to pitch, with palm trees and another player in the background."
1161,"Two mobile phones are displayed on a wooden table. The left phone, a Samsung, shows a colorful screen with the time 7:23 PM. The right phone displays the logo ""palm."""
1162,"The whiteboard displays brainstorming notes about knowledge sharing, including tagging strategies and a call for actionable solutions."
1163,"A hand holds a white smartphone, beside another smartphone on display, surrounded by promotional materials."
1164,"The image shows a silver coin featuring a cross design and inscriptions on both sides, typical of historical currency."
1165,"A clear plastic cup holds golden beer, topped with a foamy head, branded with ""Brooklyn Brewery."""
1166,"A red sign indicates the basement floor, stating ""No Roof Access"" and ""Exit on 1st Floor,"" next to a door."
1167,"A public poster offers information about applying for a passport online, featuring a passport image and official text from the police."
1168,"A vintage wall clock with Roman numerals, featuring a black clock face and surrounded by a stone wall."
1169,A man in a suit presents a plaque to a player in a baseball uniform. A cameraman records the moment.
1170,"A Fairphone, First Edition model, rests on a wooden surface beside a twisted rope and some pencils."
1171,"A sleek white Mercedes-Benz sports car parked, showcasing its distinctive rear design and black accents."
1172,"An elderly man sits at a table surrounded by various bottles and drinks, under dim lighting."
1173,The image features a parking meter with a two-hour sign and humorous graffiti sticker referencing Floyd Mayweather.
1174,"A man in a white t-shirt and shorts holds a red flag with a logo, surrounded by sports equipment."
1175,"Four vintage tin canisters are labeled ""Coffee,"" ""Tea,"" ""Flour,"" and ""Sugar,"" stacked together on a surface."
1176,A toy train with a black freight car and a red caboose is displayed on a table near some books.
1177,"The image shows a tin can labeled ""THE CHILLS"" from Haxton Street Monster Supplies. It features a white background and simple text."
1178,"A coffee cup with a paper sleeve and a black lid, resting on a seat in an airport."
1179,"A computer monitor displays signal data, accompanied by a keyboard, headphones, and multiple connected smartphones on a desk."
1180,"The image features decorative wall clocks, showcasing intricate wooden designs with traditional motifs, all mounted on a colorful wall."
1181,"A gray van parked on the street, featuring promotional text on its side, offering mobility assistance services."
1182,"A man with headphones operates a sound mixing console in a dimly lit studio, focused on his work."
1183,"A colorful poster features a drink bottle labeled ""Levrette,"" with a cartoon rabbit and a price of 3,50€."
1184,"Two stylish watches are displayed, one with a black case and the other in silver, both featuring dark dials and luminous hands."
1185,"A worn book titled ""When Things Fall Apart"" by Pema Chödrön, offering heart advice for difficult times."
1186,"The image depicts the cover of ""The Preventive Maintenance Monthly,"" featuring playful military characters engaged in maintenance tasks."
1187,"Two players compete for the ball on a futsal court, wearing vibrant team uniforms."
1188,"Two cheerleaders in matching uniforms pose, one smiling brightly. The uniforms feature black and pink colors with ""FLAME"" branding."
1189,"The image is a record cover titled ""De Jonge Beethoven,"" featuring a silhouette of Beethoven and a scenic background."
1190,"A man holds a soccer ball and trophy, flanked by two women in sports attire, promoting Volaris."
1191,"A baseball pitcher in blue throws the ball, while players in gray uniforms are on base, with a crowd in the stands."
1192,"A close-up of a Seiko watch with a black dial, silver case, and chronograph features."
1193,"A large billboard features a man in glasses, disapprovingly stating, ""Less email? Yeah, terrific idea, but no,"" promoting HipChat."
1194,"Two men wearing bright green shirts display their bucket lists, featuring various events and locations."
1195,"Crowds of people gather in Rio de Janeiro during the 1956 transportation strike, capturing a moment of public unrest."
1196,"A framed illustration of a man named Leo Johnson, wearing a party hat and a plaid shirt."
1197,"A Halloween-themed mantel with a wall clock, skull decorations, candles, plants, and spider webs. The phrase ""Happy Halloween"" is displayed."
1198,"A green wine bottle labeled ""Bovin Dissan 2011"" containing red wine, prominently displayed against a light background."
1199,"A collection of various whiskey and liquor bottles, showcasing diverse brands and styles prominently displayed on a shelf."
1200,"A television displays a figure skater performing on ice, with an audience and sponsor logos in the background."
1201,"The image shows two traffic signs on a brick wall: a ""One Way"" sign pointing right and a ""No Parking"" sign indicating a snow route."
1202,The image shows an LG computer monitor displaying a vibrant red abstract design with floating bubbles.
1203,"Digital clock displaying 1457 days, 23 hours, 24 minutes, and 54 seconds, counting down to the Sochi 2014 Olympics."
1204,"A decorative golden clock stands atop an ornate structure, featuring vine motifs and two tall pillars in the background."
1205,"A bottle of Belikin beer is prominently displayed on a table, with a casual dining atmosphere in the background."
1206,"A vibrant street scene featuring multiple storefronts and billboards, including a prominent Watsons sign and colorful advertisements."
1207,"The image features a yellow background with the text “‘yes’ OPTUS” in stylized lettering, showcasing branding."
1208,"Baseball players and umpires gather on the field, with spectators in the background. Players wear team uniforms and helmets."
1209,"A row of Club-Mate bottles lined up in a cooler, featuring a distinct label and blue caps."
1210,"A man in a dark sports uniform pitches a baseball, displaying athleticism and focus. A baseball glove is on his hand."
1211,A quarterback in a white sports uniform (Wahlert 12) throws a pass while evading a defender in a blue uniform (70).
1212,A bottle of Terre d'Hermès perfume sits next to its box on a surface cluttered with other beauty products.
1213,"A storefront displaying ""THE PEN SHOP,"" featuring glass windows showcasing pens and stationery items."
1214,"A military fighter jet is showcased from below, with visible markings and a clear cockpit. Blue skies are in the background."
1215,"A dramatic movie poster titled ""Defiance,"" featuring two characters in futuristic armor amidst a chaotic urban landscape."
1216,"Book titled ""Patti di Dedizione"" dedicated to the Republic of Venice, detailing privileges and laws for Valle Seriana Inferiore, Bergamo, 1782."
1217,"A young man wearing an orange cap with a logo, standing against a sign with promotional text."
1218,"A tall tower features a large wall clock, showcasing Roman numerals against a weathered building facade."
1219,"The image shows a collection of vinyl records arranged vertically, displaying colorful spines and album titles."
1220,"A boy wearing a green and yellow football uniform holds a ball, smiling in a stadium backdrop."
1221,"A red octagonal stop sign is prominently displayed, indicating to drivers to come to a complete stop."
1222,"A book cover titled ""Distance Haze"" by Jamil Nasir, featuring a sunset with a silhouetted figure under the text."
1223,The image features an ancient book page with ornate text and illuminated letters in the corner.
1224,"A framed poster depicts a baseball player swinging a bat, alongside a catcher, near a club sign."
1225,"Two men in lab coats stand beside brewing equipment, with a sign explaining the kettle and whirlpool process above them."
1226,"Two yellow mobile phones display fitness apps, one featuring a cyclist and the other promoting social sharing features."
1227,"A person holds a tape measure measuring 80 cm against a wall, indicating a tool used for measurement."
1228,"A blue bottle of NOS high-performance energy drink with a bright orange label, featuring nutritional information and caution warnings."
1229,"The image shows a Virginia vehicle registration plate with the letters ""GRRTFUL,"" commemorating Jamestown's 400th anniversary in 2007."
1230,"Two BMW Motorrad Motorsport shirts displayed on hangers, featuring a white and black design with logos."
1231,"A crowd surges at a concert; a person is crowd-surfing in casual attire, while others watch intently."
1232,"Traffic lights show red, yellow, and green; the sign reads “5400 South.” A “No Turn On Red” sign is also present."
1233,"A city street scene featuring a metro station sign, pedestrians, trees, and parked cars."
1234,"A stack of pink cards labeled ""She-Devil Productions"" sits on a laptop keyboard, partially inside an open box."
1235,"A man holds a sleeping baby, dressed in a sports uniform and hat, in a warm indoor setting."
1236,"A close-up of a Rolex Datejust watch featuring a silver dial, luminous markers, and a date display at three o'clock."
1237,"A bottle of Chimay beer sits on a cork coaster, with its dark glass reflecting the surrounding light."
1238,"A stack of books featuring titles by Simon Reynolds, Francis Bacon, and Martin Heidegger on a dark bookcase."
1239,"A person wearing black boxing shorts and red gloves poses confidently, showcasing sports equipment and clothing."
1240,"The image shows a close-up of a black computer keyboard, highlighting several alphanumeric keys clearly."
1241,A man in a basketball uniform stands holding an Asics shirt next to another man wearing a jacket.
1242,"Basketball game in progress, with a scoreboard showing 95-94 and 4:32 remaining. Crowd engaged and players active on the court."
1243,"A bottle of rosé Pinot Gris stands near a river, with a bridge in the background and cloudy skies."
1244,"A clear vial labeled ""FLURABLASTIN"" sits in front of a boxed pharmaceutical product."
1245,"A cyclist in a bright jacket rides alongside traffic, including a yellow taxi and various cars."
1246,"The image shows a poster detailing six steps for effective hand washing, featuring illustrations of hands in various positions."
1247,"A subway station poster displays estimated train arrivals and features a map, while a person waits nearby."
1248,"A man sorts papers at a table, with a political campaign poster reading ""Vote for Change"" in the background."
1249,"A scoreboard displays a hurling match, featuring players in action with scores noted on the screen."
1250,Four men in yellow Oakland Athletics jerseys stand on a baseball field; one is preparing to pitch.
1251,"Hockey players in pink jerseys battle near the goal, while the goalie defends fiercely during the game."
1252,"Two mobile phones are displayed: a white iPhone and a silver iPhone with a black bottom, both showcasing Apple logos."
1253,"A young man with blond hair, wearing a sports uniform, watches a baseball game in a stadium."
1254,A weather station is placed on a structure near water; two individuals observe and take pictures.
1255,"A convenience store aisle with shelves filled with beverages and snacks, and a shopper visible in the background."
1256,"A clear ruler placed on a wooden surface, showing measurements in inches and centimeters, with a metal object beside it."
1257,"Two young women in sports uniforms celebrate, smiling and raising their arms, on a well-lit court."
1258,"A young man with glasses wears a colorful Mickey Mouse sweatshirt, standing in a cozy indoor setting."
1259,"Two smiling football players wearing white and blue uniforms with ""Eagles"" on their jerseys, standing on a grassy field."
1260,"A vintage Casio calculator displaying mathematical equations on a desk, surrounded by office supplies."
1261,"Two children work together at a desk, engaged with a laptop while preparing a project, illuminated by multiple desk lamps."
1262,"Several glass bottles of beer, labeled ""Hello, my name is Spainishment,"" feature colorful wax seals."
1263,"The image shows a traffic sign indicating two-way traffic on California Street, with directional signs above and below."
1264,"A large advertisement displays a mobile phone with ""HiPhone"" and a price of $160."
1265,A wooden ruler and design instructions for a star pattern are laid out on a white surface.
1266,"The image features several energy drink cans arranged on a countertop, showcasing vibrant designs and logos."
1267,A black mobile phone and a white Wii remote are placed on a tabletop next to a WiPower advertisement.
1268,"A black parking meter designed for cyclists, featuring a bicycle symbol and informational text on usage."
1269,A player in a baseball uniform is fielding a ball on a dirt infield.
1270,"A large military helicopter, camouflaged with a star symbol, with two people standing beside it for scale."
1271,The image shows two packs of Mountain Dew Kickstart beverage cans: orange citrus on the left and fruit punch on the right.
1272,"A focused man in a sports uniform runs outdoors, showcasing determination and athleticism against a green background."
1273,"The image features a billboard advertising a steel company, displaying contact information and business details in both Chinese and English."
1274,"The image features a CD cover for the ""Gold Encore Series,"" labeled ""Digital Big Band Bash!"" showcasing various jazz artists and track listings."
1275,"A framed poster promoting the 2005 Visual Studio .NET Conference, highlighting Windows, Mac, and Linux development."
1276,"A girl sits on a cardboard box in a kitchen, while a person stands nearby, wearing casual clothing."
1277,A man in a blue Mets jersey throws a baseball while holding a glove on a field.
1278,"A yellow school bus with a stop sign, parked on the street, indicating student transport services."
1279,"Three young men in sports uniforms smile and interact outdoors, with a group of people in the background."
1280,A vintage blue Remington Streamliner typewriter with a sheet of paper featuring a green logo on top.
1281,"A person reads ""Harry Potter and the Order of the Phoenix,"" partially hidden behind the book, sitting on a couch."
1282,"A man in a suit gestures while speaking in a classroom, with students attentively listening. A water bottle sits on the table."
1283,"A wooden shelf displays various books, mainly philosophical texts, organized neatly with visible titles and authors."
1284,A vintage wall clock with ornate designs displays two faces showing Roman numerals. It's mounted prominently on a building.
1285,"A man in a red triathlon suit with the Union Jack prepares for a race, surrounded by bicycles."
1286,"Two players in baseball uniforms are on the field. One is running towards the base, and the other is preparing to catch the ball."
1287,A black Skoda Octavia with a clear vehicle registration plate displayed.
1288,"A close-up of a beer bottle label featuring ""Victory Saison du Buff,"" a malt beverage brewed with natural flavors."
1289,"A modern lounge area features green lighting, several plush couches, and large screens displaying Heineken imagery."
1290,A collection of vinyl records featuring Christmas music covers laid on a wooden floor.
1291,"The image features a Mexican coin, displaying the national emblem with an eagle perched on a cactus."
1292,"A vintage train approaches a curved track, heading towards Coney Island, with colorful graffiti in the background."
1293,A bright red stop sign with white letters is positioned against a partly cloudy blue sky.
1294,"A man stands near parked scooters under a vibrant yellow flowering tree, with taxis and buildings in the background."
1295,"A young player in a blue and orange baseball uniform fields the ball on a grassy field, with advertisements in the background."
1296,"A bottle of Shock Top Belgian White beer is prominently displayed, showcasing its vibrant label and unique design."
1297,"Two bottles of Fiji Natural Artesian Water, both with blue caps, displaying a clear, amber liquid."
1298,"A Virginia vehicle registration plate features ""DCTWHO"" and the slogan ""MY OTHER CAR IS A TARDIS."""
1299,"The image features vibrant neon signs advertising ""Amady Bros. Automobile Shoppers"" and ""Self Serve Food Market,"" showcasing retro aesthetics."
1300,"Basketball players in white uniforms face a game, with fans in orange shirts cheering in the background."
1301,"A pink and blue bus with the number 452 is parked, displaying an open door and steps for boarding."
1302,"Two female basketball players compete on the court, wearing team uniforms. The crowd is visible in the background."
1303,"A selection of Stone IPA bottles lined up, showcasing their dark glass and gold caps, ready for purchase."
1304,"A colorful display featuring various packs of Haribo gummy candies, categorized as snacks in a convenience store setting."
1305,"The image shows a Dell refrigerator with magnets, a green water bottle, and a container of colorful pens."
1306,"Two mobile phones are stacked, displaying the back of a Huawei phone and the front of another device with a camera."
1307,"A black laptop is positioned on a table, featuring a closed screen and a visible keyboard with tactile buttons."
1308,"A collection of colored pencils and markers arranged on a colorful background, with some loose paper visible."
1309,"An antique Smith Premier typewriter with black keys and a vintage design, showcasing classic office supplies."
1310,"The image shows a close-up of a watch strap featuring brown leather with turquoise stitching, highlighting craftsmanship."
1311,"A green Honda Civic covered in snow, displaying an Oregon vehicle registration plate: 142 BBE."
1312,"A stop sign is visible on the right, alongside various traffic signs, including a railroad crossing and right turn only."
1313,"The image shows a computer monitor displaying a presentation titled ""Ideas for Priorities,"" organized into four categories with key points listed under each."
1314,"A female basketball player in a UCSD uniform dribbles a ball on the court, signaling with her hand."
1315,"A vibrant scene of yellow taxis in traffic, set against a blurred urban backdrop, showcasing busy city life."
1316,"A billboard displays a bottle of Boulevard Pale Ale and a mug of coffee, advertising Kansas City's brews."
1317,A collection of spray paint cans in various colors and designs is arranged on a gravel surface.
1318,"The image displays a digital clock showing ""03:50"" with lyrics below: ""Every now and then I fall apart."""
1319,"A vintage postcard of King Solomon Cemetery in Clifton, NJ, showcasing landscaped graves and memorial park features."
1320,"A white kayak named ""Wind 585"" with a red interior is resting on the ground in a garage."
1321,"Two mobile phones are displayed side by side, both showing the Google search page with different interface layouts."
1322,"A motivational poster featuring a road stretching toward a colorful horizon, with an inspiring quote about focus and direction."
1323,"Football players celebrate a goal on the field, wearing red jerseys, with a referee in the background."
1324,"Two men are in a gym. One is seated on a machine, wearing blue attire, while the other, in a black shirt, assists him."
1325,"The image features stacked tin cans labeled ""Dark Red Kidney Beans"" and ""Sliced Beets"" in bright red packaging."
1326,"A sleek digital watch displays time as 5:30, with a flight departure alert and water droplets on its surface."
1327,"A male soccer player in a navy and gold sports uniform holds his hand, displaying an athletic build."
1328,"The image is a vintage advertisement poster for Mason's Health Defenders, promoting various health remedies for ailments like dyspepsia and coughs."
1329,"A box of Session Lager containing twelve 11-ounce stubby beer bottles, prominently featuring red and white branding."
1330,"A military jet is ascending into the sky, showcasing its sleek design and powerful engines."
1331,"The image features a page from a book titled ""How to Service Fluorescent Lamps,"" discussing maintenance of fluorescent lighting components."
1332,"A wide street with parked cars, a traffic light turning red, and buildings lining both sides. Trees are visible in the background."
1333,"The image shows an aviation museum filled with various aircraft, including a black biplane and a yellow plane, under a large hangar."
1334,"A young boy is seated on a couch, wearing a white Nike shirt and thoughtfully resting his chin on his hand."
1335,"A mobile phone connected to over-ear headphones, displaying a music app, set against a colorful background."
1336,"A mural depicting two men with the text ""WE MISS YOU"" alongside a person lying on the ground."
1337,"A handwritten note asking, ""How to cultivate potatoes?"" signed by Bouba Sylla, with ""Google"" at the top."
1338,A whiteboard displays a problem-solving diagram focusing on elderly patients with conditions and their healthcare needs.
1339,"A blue and white airplane with the registration G-GAVA taxis on a runway, surrounded by green fields and hills."
1340,"A white boat is anchored in clear water near rocky shores, with people visible on board and on land."
1341,"Two female basketball players are competing. One wears a yellow jersey with number 5, and the other has a blue uniform with number 8."
1342,"The image features various bottles of Brugal rum, showcasing different labels, alongside promotional materials and a wooden display."
1343,"A Marine stands at attention on the field in MetLife Stadium, with a large crowd in the background."
1344,"A library display features a green table with clipboards, blue pens, and framed art, set against a bookcase filled with books."
1345,"The image shows two hot dogs with yellow mustard and a cup of Coca-Cola, set on a wooden surface."
1346,"The image shows empty stadium seats, with a few people and advertisements in a sports venue."
1347,"A vintage birthday postcard featuring soldiers marching, flanked by Union Jack flags and adorned with roses, celebrating remembrance."
1348,"A diamond-shaped yellow sign with bold text stating, ""Future Millionaire On Board!"" indicating a playful message for drivers."
1349,"Two male wrestlers in sports uniforms engage in a match. One wears a blue singlet with ""ARMY” and the other a black and orange singlet."
1350,"A wooden bookcase displays a row of law reference books, labeled clearly in red for easy identification."
1351,"An open book displays sketches and notes about adhesive tape, surrounded by decorative tape rolls."
1352,A person presents information from a computer monitor while using a laptop on a podium.
1353,"A silver ruler is stuck in white snow, measuring the snow's depth at approximately 21 inches."
1354,"A stone sundial stands on a circular base in a grassy area, surrounded by grave markers."
1355,"A bottle labeled ""Mommy Juice White Wine,"" featuring a playful illustration of a woman balancing items."
1356,"A whimsical traffic sign depicts a child urinating, with a penalty fine of €90.00 displayed below."
1357,"Paddington Station features architectural ironwork, with many pedestrians walking under its large arched roof."
1358,"A rectangular box featuring a blue design with the label ""CONTEK"" and ""60"" prominently displayed."
1359,"A video game poster features a man with a serious expression, foregrounded by a crashing airplane. Text reads ""Uncharted 3: Drake's Deception."""
1360,"A dark ale bottle labeled ""Old Tom"" is beside a glass filled with the same ale, showcasing its rich color."
1361,"The image shows several gaming keyboards stacked on boxes, showcasing diverse designs and colors in an office setting."
1362,A group of female athletes in matching maroon sports uniforms gather and converse on a gym floor.
1363,"An old Philips television sits on the ground beside a remote control, against a textured wall. No suitcase is visible."
1364,"A basketball player wearing a blue and white uniform dribbles a ball on the court, showcasing athletic skill during a game."
1365,"Book cover featuring ""Getting to Know the General"" by Graham Greene, with a minimalist design and star accents."
1366,A young woman in a boxing uniform practices punches with red boxing gloves near a punching bag.
1367,Three players in sports uniforms compete for the basketball during a game on a court with branding.
1368,"Historic map of Newport News, Virginia, featuring ships, waterfront, and detailed buildings along the harbor."
1369,"Airmail envelope featuring two stamps, addressed to Mr. Valentine Fiend in West Palm Beach, Florida, dated February 9, 1931."
1370,"Two red Coca-Cola cans are displayed on a shelf, condensation visible, indicating cold beverages."
1371,"Two vehicles, one with Brazilian flags, are parked on a city street at night, surrounded by buildings and people."
1372,"A player in a gray baseball uniform throws to second base, while the sliding runner in white attempts to reach safely."
1373,"A glass of Parbo beer filled with golden liquid sits on a table, alongside a bottle of the same beer."
1374,"A snow-covered street scene features a yellow snowplow clearing tracks, surrounded by buildings and utility poles."
1375,"A young man in a red sports uniform with ""SMU"" and the number ""48"" stands on a field."
1376,"A poster featuring a stylized image of a man with the text ""YES WE CAN HAS"" beneath him."
1377,"A baseball player in a black uniform with the number 44 leans on the base, preparing for the next play."
1378,"A large scoreboard displays ""KISS CAM"" while a couple shares a kiss. The game clock shows 2:55 remaining, with the score at 32-38."
1379,"The image depicts two ethereal figures beside a glowing human silhouette, surrounded by colorful patterns and spiritual symbols. "
1380,"Two male football players embrace joyfully, wearing matching red and black sports uniforms, celebrating a goal on the field."
1381,"A small toy figure of a boy resting on a computer keyboard, with a playful expression."
1382,"The image shows a store entrance with a sleek, modern design, featuring glass doors and a decorative sign above."
1383,"A computer monitor displays a control overview, showing plant feed flow and production status with operational indicators."
1384,"A row of colorful vending machines is set against a building backdrop, offering various beverages for purchase."
1385,The image shows a vending machine with various beverage bottles and a section for empty containers.
1386,"A quaint street scene features a building with Union Jack flags, a church with a clock tower, and parked vehicles."
1387,"A mobile phone with a turquoise case displays text in Japanese on its screen, resting on a wooden surface."
1388,"The image features two posters. The left celebrates ""Clown Dog Bikes"" 6th anniversary, while the right promotes the ""Triple Threat Alleycat Race,"" showing cyclists."
1389,A mobile phone connected to earbuds lies on a stone surface next to a pair of swim goggles.
1390,"A bright blue t-shirt featuring a rainbow and the phrase ""Where Rainbows Come From."" It's casual clothing."
1391,"A vintage gas stove with multiple burners and cookware on top, situated in a rustic kitchen setting."
1392,"The image features a vintage magazine cover titled ""Radio Craft"" with a man using a radio transmitter, showcasing technology from the 1950s."
1393,"A vintage movie poster for ""The Beat Generation"" is framed and displayed on a wall, enhancing the hallway's decor."
1394,"A hand holds a sleek knife, with a silver watch and bracelet visible. In the background, a person stands by the water."
1395,"A vintage magazine cover features a woman in a boat, with dramatic waves and a distant ship, titled ""Spicy Adventure Stories."""
1396,"A colorful poster for the ""Make to Learn 2013 Symposium,"" highlighting its themes and sponsors."
1397,"A minimalist book cover featuring stylized waves, a red sun, and bold text for ""The Old Man and the Sea."""
1398,"A yellow taxi with blue markings drives on a road, featuring a light bar on top and the number 720."
1399,"The image shows a stack of books with varying colors and titles, primarily featuring a green, yellow, and pink palette."
1400,"A person holds a bottle of Té Bheag whiskey, featuring a detailed label with text and a ship illustration."
1401,"Three men pose together in a brightly lit liquor store, each holding green bottles, smiling at the camera."
1402,"Two athletes compete in a running event, wearing sports uniforms with numbers 225 and 250. Greenery surrounds them."
1403,"A close-up of a luxury watch with a black strap, surrounded by watch parts and tools on a green surface."
1404,"A hand holds a Kirin beer bottle, with a straw inserted, in front of a computer keyboard."
1405,"A cozy diner interior featuring blue tables, chairs, and decorative vintage signs on the walls."
1406,A white smartphone is placed beside its box and a micro SIM card on a light surface.
